execution_id	timestamp_utc	run_pair_id	git_sha	dirty_flag	executable	build_type	inputs_file	setup_id	restart_from	validation_question	validation_lane	input_scope	temporal_scope	use_wdm6_cpp_answer	microphysics_debug	max_step	stop_time	nprocs	target_column_ij	campaign_id	run_pair	milestone	milestone_time_s	compared_step	active_species	first_failing_step	first_failing_var	zone_i	zone_j	zone_k	restart_from_chk	restart_repro_status	diff_plotfile_path	plot_path	checkpoint_path	log_path	exit_code	execution_status	notes
20260812T232105Z_plotparity_wdm6_bubble_v1a_r36_fortran_dbg0	20260812T232105Z	plotfile_parity_wdm6_bubble_v1a_r36_chk00000_step1	9a74610149d5b5c4609134725c69fe5a736d6ce3	clean	build_wdm6/Exec/erf_exec	Release	Exec/RegTests/Bubble/inputs_BF02_moist_bubble	bubble_restart_1step	plotfile_parity_wdm6_bubble_v1a/short_fortran/chk00000	implementation_parity	plotfile_parity_serial	bubble_moist_initial_condition	restart_step_0_to_1	0	0	1	NA	1	NA	plotfile_parity_wdm6_bubble_v1a	r36	A	0.5	1	qv,qc,qi,qs,nc,nr	1	temp	199	3	90	plotfile_parity_wdm6_bubble_v1a/short_fortran/chk00000	MATCH	plotfile_parity_wdm6_bubble_v1a/diffs_plt00001_temp	plotfile_parity_wdm6_bubble_v1a/r36_fortran/plt00001	plotfile_parity_wdm6_bubble_v1a/r36_fortran/chk00001	plotfile_parity_wdm6_bubble_v1a/log.r36_fortran	0	success	Rule 36 leg 1 at clean SHA. Shared restart source is the Fortran-leg checkpoint per default policy; restart confirmed in the log as 'Restart from native checkpoint plotfile_parity_wdm6_bubble_v1a/short_fortran/chk00000'.
20260812T232105Z_plotparity_wdm6_bubble_v1a_r36_cpp_dbg0	20260812T232105Z	plotfile_parity_wdm6_bubble_v1a_r36_chk00000_step1	9a74610149d5b5c4609134725c69fe5a736d6ce3	clean	build_wdm6/Exec/erf_exec	Release	Exec/RegTests/Bubble/inputs_BF02_moist_bubble	bubble_restart_1step	plotfile_parity_wdm6_bubble_v1a/short_fortran/chk00000	implementation_parity	plotfile_parity_serial	bubble_moist_initial_condition	restart_step_0_to_1	1	0	1	NA	1	NA	plotfile_parity_wdm6_bubble_v1a	r36	A	0.5	1	qv,qc,qi,qs,nc,nr	1	temp	199	3	90	plotfile_parity_wdm6_bubble_v1a/short_fortran/chk00000	MATCH	plotfile_parity_wdm6_bubble_v1a/diffs_plt00001_temp	plotfile_parity_wdm6_bubble_v1a/r36_cpp/plt00001	plotfile_parity_wdm6_bubble_v1a/r36_cpp/chk00001	plotfile_parity_wdm6_bubble_v1a/log.r36_cpp	0	success	Rule 36 leg 2 at clean SHA. restart_repro_status=MATCH: the regenerated pair reproduces the direct-run divergence bit-for-bit. The restarted 31-variable table diffs byte-identical against both the direct clean-SHA table and the campaign_wdm6_bubble_v2 triage table, and -z temp returns the same zone (199,3,90). Not a checkpoint, ghost-state or restart-state artifact. Rule 37 trigger satisfied, but the retreat is deliberately not run: the tag surface is single-cell at kts and structurally cannot observe k=90, per the standing DIAGNOSTIC_CONTRACT_REGRESSION decision.
20260813T120505Z_plotparity_wdm6_bubble_v1b_short_fortran_dbg0	20260813T120505Z	plotfile_parity_wdm6_bubble_v1b_short1	0094969befbeb0a3a34e88af235f236c6ed033aa	clean	build_wdm6/Exec/erf_exec	Release	Exec/RegTests/Bubble/inputs_BF02_moist_bubble	bubble_1step_plotparity	NA	implementation_parity	plotfile_parity_serial	bubble_moist_initial_condition	single_step_0_to_1	0	0	1	NA	1	NA	plotfile_parity_wdm6_bubble_v1b	short	A	0.5	1	qv,qc,qi,qs	NA	NA	NA	NA	NA	NA	NA	NA	plotfile_parity_wdm6_bubble_v1b/short_fortran/plt00001	plotfile_parity_wdm6_bubble_v1b/short_fortran/chk00001	plotfile_parity_wdm6_bubble_v1b/log.short_fortran	0	success	Oracle leg for the post-cleanup baseline. Clean SHA 0094969be; embedded runtime hash 26.06-294-g0094969befbe confirmed in the run log. Provenance repaired by going directly to build-info tier 2: AMReXBuildInfo.cmake:181 captures the hash via configure_file at CMake CONFIGURE time, so a tier-1 object+dep refresh can never pick up a new hash on a CMake build. Tier 1 was observed insufficient twice before on this build tree; the mechanism explains why.
20260813T120505Z_plotparity_wdm6_bubble_v1b_short_cpp_dbg0	20260813T120505Z	plotfile_parity_wdm6_bubble_v1b_short1	0094969befbeb0a3a34e88af235f236c6ed033aa	clean	build_wdm6/Exec/erf_exec	Release	Exec/RegTests/Bubble/inputs_BF02_moist_bubble	bubble_1step_plotparity	NA	implementation_parity	plotfile_parity_serial	bubble_moist_initial_condition	single_step_0_to_1	1	0	1	NA	1	NA	plotfile_parity_wdm6_bubble_v1b	short	A	0.5	1	qv,qc,qi,qs	1	temp	199	3	90	NA	NA	plotfile_parity_wdm6_bubble_v1b/diffs_plt00001_temp	plotfile_parity_wdm6_bubble_v1b/short_cpp/plt00001	plotfile_parity_wdm6_bubble_v1b/short_cpp/chk00001	plotfile_parity_wdm6_bubble_v1b/log.short_cpp	0	success	Milestone A FAIL at zero tolerance, first run after retiring the redundant out-of-group Step 10 clamps and Step 11 sedimentation (commit 0094969be). plt00000 pair AGREE. Remaining divergence is thermodynamic only: temp abs=6.631607696 rel=2.290772895e-2; theta rel=1.976311604e-2; eq_pot_temp rel=1.985579005e-2; rhotheta abs=3.01690336 rel=8.859488505e-3; pressure abs=867.1722896 rel=8.721967687e-3; pert_pres rel=1.000524732. Plus epsilon-scale residue: rhoQ3 4.134771667e-07, rhoQ5 3.920364262e-09, qv 2.667406784e-11, rhoQ1 1.034266105e-11. density, qc, qrain, qgraup, rhoQ2/4/6, all velocities, scalar, pres_hse, dens_hse, pert_dens, rhoadv_0 bitwise equal. Zone (199,3,90) for temp, rhotheta, pressure and rhoQ3; rhoQ5 peaks at (199,3,96). Compared against v1a the ice/snow divergence collapses by four to five orders of magnitude (rhoQ3 2.608e-3 -> 4.135e-7, rhoQ5 6.374e-4 -> 3.920e-9) while every thermodynamic value is bit-identical, separating two independent defects. CAVEAT: the qt, qp, nc and nr columns are mislabelled in the plotfile and do not report the fields their names claim, so their values here carry no meaning; see the PLOTFILE_MEASUREMENT_DEFECT decision.
20260813T120547Z_plotparity_wdm6_bubble_v1b_r36_fortran_dbg0	20260813T120547Z	plotfile_parity_wdm6_bubble_v1b_r36_chk00000_step1	0094969befbeb0a3a34e88af235f236c6ed033aa	clean	build_wdm6/Exec/erf_exec	Release	Exec/RegTests/Bubble/inputs_BF02_moist_bubble	bubble_restart_1step	plotfile_parity_wdm6_bubble_v1b/short_fortran/chk00000	implementation_parity	plotfile_parity_serial	bubble_moist_initial_condition	restart_step_0_to_1	0	0	1	NA	1	NA	plotfile_parity_wdm6_bubble_v1b	r36	A	0.5	1	qv,qc,qi,qs	1	temp	199	3	90	plotfile_parity_wdm6_bubble_v1b/short_fortran/chk00000	MATCH	plotfile_parity_wdm6_bubble_v1b/diffs_plt00001_temp	plotfile_parity_wdm6_bubble_v1b/r36_fortran/plt00001	plotfile_parity_wdm6_bubble_v1b/r36_fortran/chk00001	plotfile_parity_wdm6_bubble_v1b/log.r36_fortran	0	success	Rule 36 leg 1 for the post-cleanup baseline. Shared restart source is the Fortran-leg checkpoint.
20260813T120547Z_plotparity_wdm6_bubble_v1b_r36_cpp_dbg0	20260813T120547Z	plotfile_parity_wdm6_bubble_v1b_r36_chk00000_step1	0094969befbeb0a3a34e88af235f236c6ed033aa	clean	build_wdm6/Exec/erf_exec	Release	Exec/RegTests/Bubble/inputs_BF02_moist_bubble	bubble_restart_1step	plotfile_parity_wdm6_bubble_v1b/short_fortran/chk00000	implementation_parity	plotfile_parity_serial	bubble_moist_initial_condition	restart_step_0_to_1	1	0	1	NA	1	NA	plotfile_parity_wdm6_bubble_v1b	r36	A	0.5	1	qv,qc,qi,qs	1	temp	199	3	90	plotfile_parity_wdm6_bubble_v1b/short_fortran/chk00000	MATCH	plotfile_parity_wdm6_bubble_v1b/diffs_plt00001_temp	plotfile_parity_wdm6_bubble_v1b/r36_cpp/plt00001	plotfile_parity_wdm6_bubble_v1b/r36_cpp/chk00001	plotfile_parity_wdm6_bubble_v1b/log.r36_cpp	0	success	Rule 36 leg 2. restart_repro_status=MATCH: the restarted pair reproduces the direct-run divergence bit-for-bit after the cleanup, so the surviving thermodynamic divergence is not a checkpoint, ghost-state or restart-state artifact.
20260813T122644Z_plotparity_wdm6_bubble_v1c_short_fortran_dbg0	20260813T122644Z	plotfile_parity_wdm6_bubble_v1c_short1	15172afa5391993c3b3321c7642c53f78d4f0cf4	clean	build_wdm6/Exec/erf_exec	Release	Exec/RegTests/Bubble/inputs_BF02_moist_bubble	bubble_1step_plotparity	NA	implementation_parity	plotfile_parity_serial	bubble_moist_initial_condition	single_step_0_to_1	0	0	1	NA	1	NA	plotfile_parity_wdm6_bubble_v1c	short	A	0.5	1	qv,qc,qi,qs,nc,nr	NA	NA	NA	NA	NA	NA	NA	NA	plotfile_parity_wdm6_bubble_v1c/short_fortran/plt00001	plotfile_parity_wdm6_bubble_v1c/short_fortran/chk00001	plotfile_parity_wdm6_bubble_v1c/log.short_fortran	0	success	Oracle leg at clean SHA 15172afa5, first run with the plotfile column order corrected. Embedded hash 26.06-296-g15172afa5391. All 32 requested variables minus ni are now paired with their own data.
20260813T122644Z_plotparity_wdm6_bubble_v1c_short_cpp_dbg0	20260813T122644Z	plotfile_parity_wdm6_bubble_v1c_short1	15172afa5391993c3b3321c7642c53f78d4f0cf4	clean	build_wdm6/Exec/erf_exec	Release	Exec/RegTests/Bubble/inputs_BF02_moist_bubble	bubble_1step_plotparity	NA	implementation_parity	plotfile_parity_serial	bubble_moist_initial_condition	single_step_0_to_1	1	0	1	NA	1	NA	plotfile_parity_wdm6_bubble_v1c	short	A	0.5	1	qv,qc,qi,qs,nc,nr	1	temp	199	3	90	NA	NA	plotfile_parity_wdm6_bubble_v1c/diffs_plt00001_temp	plotfile_parity_wdm6_bubble_v1c/short_cpp/plt00001	plotfile_parity_wdm6_bubble_v1c/short_cpp/chk00001	plotfile_parity_wdm6_bubble_v1c/log.short_cpp	0	success	Milestone A FAIL at zero tolerance, on a fully trustworthy variable table for the first time. plt00000 pair AGREE. Divergence is thermodynamic only: temp abs=6.631607696 rel=2.290772895e-2; theta rel=1.976311604e-2; eq_pot_temp rel=1.985579005e-2; rhotheta abs=3.01690336 rel=8.859488505e-3; pressure abs=867.1722896 rel=8.721967687e-3; pert_pres rel=1.000524732. Everything else is at or near machine epsilon: rhoQ3/qi 4.134771667e-07, rhoQ5/qsnow/qp 3.920364262e-09, qv 2.667406784e-11, rhoQ1 1.034266105e-11, qt 1.734723476e-16. NEW: nc and nr now agree EXACTLY (0.0 absolute and relative), so the double-moment number concentrations are in bitwise parity once the redundant Step 10 floors are gone and the columns are correctly paired. density, qc, qrain, qgraup, rhoQ2/4/6, all velocities, scalar, pres_hse, dens_hse, pert_dens, rhoadv_0 remain bitwise equal. Conserved state is bit-identical to plotfile_parity_wdm6_bubble_v1b, confirming the column fix is output-only, so the v1b Rule 36 MATCH carries over unchanged and the restart legs were not re-run. Zone (199,3,90).
20260813T140621Z_plotparity_wdm6_bubble_v1d_short_fortran_dbg0	20260813T140621Z	plotfile_parity_wdm6_bubble_v1d_short1	28199aa6edaf69ac7fc166990c7bdd1662032132	clean	build_wdm6/Exec/erf_exec	Release	Exec/RegTests/Bubble/inputs_BF02_moist_bubble	bubble_1step_plotparity	NA	implementation_parity	plotfile_parity_serial	bubble_moist_initial_condition	single_step_0_to_1	0	0	1	NA	1	NA	plotfile_parity_wdm6_bubble_v1d	short	A	0.5	1	qv,qc,qi,qs,nc,nn,nr	NA	NA	NA	NA	NA	NA	NA	NA	plotfile_parity_wdm6_bubble_v1d/short_fortran/plt00001	plotfile_parity_wdm6_bubble_v1d/short_fortran/chk00001	plotfile_parity_wdm6_bubble_v1d/log.short_fortran	0	success	Oracle leg at clean SHA 28199aa6e, embedded hash 26.06-299-g28199aa6edaf. FIRST FULL-COVERAGE execution of this campaign: 32 variables, up from 31, with nn (CCN/total aerosol) emitted for the first time. nn ranges 1.84e5 to 1.0e8, consistent with starting at ccn0=1e8 and being depleted by activation where cloud forms. ni remains correctly absent because WDM6 has no ice number.
20260813T140621Z_plotparity_wdm6_bubble_v1d_short_cpp_dbg0	20260813T140621Z	plotfile_parity_wdm6_bubble_v1d_short1	28199aa6edaf69ac7fc166990c7bdd1662032132	clean	build_wdm6/Exec/erf_exec	Release	Exec/RegTests/Bubble/inputs_BF02_moist_bubble	bubble_1step_plotparity	NA	implementation_parity	plotfile_parity_serial	bubble_moist_initial_condition	single_step_0_to_1	1	0	1	NA	1	NA	plotfile_parity_wdm6_bubble_v1d	short	A	0.5	1	qv,qc,qi,qs,nc,nn,nr	1	temp	199	3	90	NA	NA	plotfile_parity_wdm6_bubble_v1d/diffs_plt00001_temp	plotfile_parity_wdm6_bubble_v1d/short_cpp/plt00001	plotfile_parity_wdm6_bubble_v1d/short_cpp/chk00001	plotfile_parity_wdm6_bubble_v1d/log.short_cpp	0	success	Milestone A FAIL at zero tolerance with nothing left uncompared. plt00000 pair AGREE across all 32 variables. Divergence is thermodynamic only: temp abs=6.631607696 rel=2.290772895e-2; theta rel=1.976311604e-2; eq_pot_temp rel=1.985579005e-2; rhotheta abs=3.01690336 rel=8.859488505e-3; pressure abs=867.1722896 rel=8.721967687e-3; pert_pres rel=1.000524732. THE ENTIRE DOUBLE-MOMENT STATE IS IN BITWISE PARITY: nc, nr and nn all report exactly 0.0 absolute and relative. Remaining non-thermodynamic terms are epsilon-scale: rhoQ3/qi 4.134771667e-07, rhoQ5/qsnow/qp 3.920364262e-09, qv 2.667406784e-11, rhoQ1 1.034266105e-11, qt 1.734723476e-16. Table is identical to plotfile_parity_wdm6_bubble_v1c apart from the added nn row, confirming the nn work is additive and changes no physics. Zone (199,3,90).
20260813T201654Z_w1thetawb_fortran_dbg1	20260813T201654Z	w1_thetawb_clean_pair	f2e9aa9e966d67a7ecf29ca6fa0791e97f686bc9	clean	build_wdm6/Exec/erf_exec	Release	Exec/RegTests/Bubble/inputs_BF02_moist_bubble	bubble_1step_w1_retreat	NA	implementation_parity	tag_frontier	bubble_moist_initial_condition	single_step_0_to_1	0	1	1	NA	1	(199,3)	w1_thetawb_clean	w1	A	0.5	1	NA	NA	NA	199	3	90	NA	NA	NA	NA	NA	Exec/RegTests/Bubble/w1_clean/log.fort	0	success	Rule 37 line-level retreat at bridge-wrapper site W1_THETAWB, bridge leg, clean SHA f2e9aa9e9 (embedded hash 26.06-301-gf2e9aa9e966d confirmed in log). Full column kts..kte at the FAILING column (199,3) per the WSM6 all-k print contract, not the kts-only pattern that made the earlier P0..G17 retreat inconclusive. 200 records: PRE and POST over 100 levels. Bridge leg writes theta = t / exner after mp_wdm6_run_c returns.
